"NAME,C,254","TYPE,C,254","LENGTH___F,N,19,6","WIDTH___FE,N,19,6","HEIGHT___F,N,19,6","FLOOR_SPAC,N,11,0","YEAR_BUILT,N,11,0","ROOF,C,254","ROOF_REPLA,N,11,0","ACCESSIBLE,C,254","AMENITIES,C,100","COMMENTS,C,254","MAX_PDOP,N,19,6","MAX_HDOP,N,19,6","CORR_TYPE,C,254","RCVR_TYPE,C,254","GPS_DATE,C,254","GPS_TIME,C,254","UPDATE_STA,C,254","FEAT_NAME,C,254","DATAFILE,C,254","UNFILT_POS,N,11,0","FILT_POS,N,11,0","DATA_DICTI,C,254","GPS_WEEK,N,11,0","GPS_SECOND,N,19,6","GPS_HEIGHT,N,19,6","VERT_PREC,N,19,6","HORZ_PREC,N,19,6","STD_DEV,N,19,6","LATITUDE,C,254","LONGITUDE,C,254","SOURCE,C,100","FMSS_ID,N,16,0","STATUS,C,100","X_COORD,N,19,5","Y_COORD,N,19,5","Join_Id,C,50","TRAIL_CLUB,C,100","Town,C,50","County,C,50","State,C,25","Elev_feet,N,10,3","Publish,C,4","Version,C,20"
Horseshoe Canyon Lean-to,Log,20.000000,15.000000,9.000000,200,1990,Corregated_steel,0,No,Unknown,,5.000000,2.300000,Differential,GPS Pathfinder Pocket,11/5/2007,04:31:05pm,New,Shelter,R110515A_edited.cor,34,34,ATversion12,1452,160278.000000,263.536000,9.200000,5.400000,26.082803,45.282843065,-69.628115480,2007 Trail Assessment; adjusted based on 2013 data,95290,Official A.T. Shelter,-69.62812,45.28284,SH208,Maine Appalachian Trail Club,BLANCHARD PLANTATION,PISCATAQUIS,Maine,846.368,Yes,01/12/2015
West Carry Pond Lean-to,Log,20.000000,15.000000,10.000000,200,0,Corregated_steel,0,No,Unknown,,4.500000,2.100000,Differential,GPS Pathfinder Pocket,11/11/2007,07:05:34pm,New,Shelter,R111117A_edited.cor,36,36,ATversion12,1453,83148.000000,423.085000,4.900000,3.300000,4.685283,45.158088318,-70.100441279,2007 Trail Assessment; adjusted based on 2013 data,95296,Official A.T. Shelter,-70.10044,45.15809,SH209,Maine Appalachian Trail Club,"CARRYING PLACE TOWN, TOWN OF",SOMERSET,Maine,1341.864,Yes,01/12/2015
Cable Gap,Log,13.000000,12.000000,10.000000,110,1939,Cedar_shingle,1988,Yes,Water Source and Toilet,,7.500000,5.000000,Differential,Unknown,7/20/2006,09:59:29am,New,Shelter,R072009A_edited.cor,33,33,ATversion11d,1384,395982.000000,884.888000,0.800000,0.600000,4.376356,35.415164836,-83.773521808,2006 Trail Assessment,95188,Official A.T. Shelter,-83.77352,35.41516,SH210,Smoky Mountain Hiking Club,,GRAHAM,North Carolina,2875.586,Yes,01/12/2015
Fontana Dam,Stick_w/T1_siding,25.000000,16.000000,12.000000,465,1983,Cedar_shingle,0,No,Water Source and Toilet,"aka ""Fontana Hilton"" Shelter; wood wasp damage",5.600000,3.900000,Uncorrected,Unknown,7/20/2006,04:24:24pm,New,Shelter,R072009A_edited.cor,32,32,ATversion11d,1384,419078.000000,549.744000,8.900000,6.100000,4.517883,35.448384028,-83.794020472,2006 Trail Assessment,95433,Official A.T. Shelter,-83.79402,35.44838,SH211,Smoky Mountain Hiking Club,,GRAHAM,North Carolina,1777.585,Yes,01/12/2015
Plumorchard Gap,Post_&_Beam,15.000000,15.000000,16.000000,315,1992,Cedar_shingle,0,No,Water Source and Toilet,,5.700000,4.000000,Uncorrected,Unknown,7/9/2006,01:24:02pm,New,Shelter,R070909A_edited.cor,30,1,ATversion11d,1383,62656.000000,941.744000,1.100000,1.100000,0.000000,34.945822751,-83.588442808,2006 Trail Assessment,95448,Official A.T. Shelter,-83.58844,34.94582,SH212,Georgia Appalachian Trail Club,,TOWNS,Georgia,2995.054,Yes,01/12/2015
Rice Field,Log/Lumber,10.000000,15.000000,10.000000,150,1995,5V_steel,2003,No,Water Source and Toilet,shelter in good shape; water 0.5 miles away,5.200000,3.400000,Differential,GPS Pathfinder Pocket,2/5/2006,12:09:26pm,New,Shelter,R020512B_edited.cor,37,37,ATversion11d,1361,61780.000000,1034.747000,8.600000,7.500000,8.084239,37.374832965,-80.758555584,2006 Trail Assessment; adjusted based on aerial imagery,95263,Official A.T. Shelter,-80.75856,37.37483,SH213,Outdoor Club of Virginia Tech,,GILES,Virginia,3362.861,Yes,01/12/2015
Matts Creek,Stick_w/Lumber_sidng,16.000000,8.000000,6.000000,128,1970,5V_steel,2009,No,Water Source and Toilet,-,7.900000,3.400000,Differential,GPS Pathfinder Pocket,5/9/2007,12:21:30pm,New,Shelter,R050912A_edited.cor,30,30,ATversion11d,1426,321703.000000,254.873000,20.400000,10.800000,30.829770,37.599466074,-79.413477660,2007 Trail Assessment,95387,Official A.T. Shelter,-79.41348,37.59947,SH214,Natural Bridge Appalachian Trail Club,,BEDFORD,Virginia,832.792,Yes,01/12/2015
Seeley Woodowrth,Stick_w/Lumber_sidng,8.300000,16.500000,9.000000,125,1985,Cedar_shingle,1985,No,Water Source and Toilet,,11.300000,3.800000,Differential,GPS Pathfinder Pocket,5/12/2007,12:13:42pm,New,Shelter,R051212A_edited.cor,31,31,ATversion11d,1426,580435.000000,1104.949000,28.800000,13.100000,56.971875,37.818975223,-79.155316494,2007 Trail Assessment; adjusted based on aerial imagery,95382,Official A.T. Shelter,-79.15532,37.81898,SH215,Natural Bridge Appalachian Trail Club,,NELSON,Virginia,3775.918,Yes,01/12/2015
Brown Mountain Creek,Stick_w/Lumber_sidng,8.600000,16.500000,8.000000,128,1960,Cedar_shingle,0,No,Unknown,,12.600000,6.300000,Differential,GPS Pathfinder Pocket,5/27/2007,01:47:02pm,New,Shelter,R052714A_edited.cor,32,32,ATversion11d,1429,67636.000000,437.906000,14.000000,9.300000,122.248826,37.709267996,-79.268627651,2007 Trail Assessment,95384,Official A.T. Shelter,-79.26863,37.70927,SH216,Natural Bridge Appalachian Trail Club,,AMHERST,Virginia,0.000,Yes,01/12/2015
Cornelius Creek,Stick_w/Lumber_sidng,8.600000,16.500000,9.000000,125,1960,Asphalt_shingle,2010,No,Toilet,,5.900000,2.700000,Differential,GPS Pathfinder Pocket,5/28/2007,10:13:35am,New,Shelter,R052809A_edited.cor,34,34,ATversion11d,1429,141228.000000,986.455000,16.700000,9.100000,44.906146,37.493794576,-79.547243230,2007 Trail Assessment,95389,Official A.T. Shelter,-79.54724,37.49379,SH217,Natural Bridge Appalachian Trail Club,,BOTETOURT,Virginia,0.000,Yes,01/12/2015
War Spur,Stick_w/Lumber_sidng,16.000000,8.000000,10.000000,128,0,Cedar_shingle,0,No,Water Source and Toilet,2x6 decking on 2x6 rafters on 2x8 ridge and 2x2x4 plate and 2x2x6 header on 2x4 stick on 2x8 deck on,6.600000,3.500000,Differential,GPS Pathfinder Pocket,6/11/2007,01:22:46pm,New,Shelter,R061113A_edited.cor,31,31,ATversion11d,1431,152580.000000,723.732000,7.600000,4.700000,48.155336,37.397569309,-80.474025062,2007 Trail Assessment,95399,Official A.T. Shelter,-80.47403,37.39757,SH218,Roanoke Appalachian Trail Club,,GILES,Virginia,2371.460,Yes,01/12/2015
Johns Hollow,Log/Lumber,16.000000,8.000000,10.000000,120,1970,Cedar_shingle,1970,No,Water Source and Toilet,Missing a few ridge shingles as of 2011,5.900000,3.000000,Differential,GPS Pathfinder Pocket,6/14/2007,01:02:50pm,New,Shelter,R061413A_edited.cor,29,29,ATversion11d,1431,410583.000000,318.222000,12.500000,8.600000,61.379800,37.612721250,-79.392030813,2007 Trail Assessment; adjusted based on aerial imagery,95385,Official A.T. Shelter,-79.39203,37.61272,SH219,Natural Bridge Appalachian Trail Club,,AMHERST,Virginia,0.000,Yes,01/12/2015
John's Spring,Stick_w/Lumber_sidng,8.000000,16.000000,11.000000,128,2003,Corregated_steel,0,No,Unknown,"Replaced ""Boy Scout"" Shelter, 2.8' from ground w/ built landing",6.000000,3.000000,Differential,GPS Pathfinder Pocket,6/15/2007,10:26:22am,New,Shelter,R061510A_edited.cor,29,29,ATversion11d,1431,487596.000000,608.693000,17.000000,9.300000,60.106178,37.385333995,-80.074124030,2007 Trail Assessment,95406,Official A.T. Shelter,-80.07412,37.38533,SH220,Roanoke Appalachian Trail Club,,ROANOKE,Virginia,1927.669,Yes,01/12/2015
Catawba,Stick_w/Lumber_sidng,16.500000,8.500000,14.000000,120,1985,Asphalt_shingle,1984,No,Water Source and Toilet,"3' high platform w/ 5 stairs, plywood interior walls",7.400000,3.700000,Differential,GPS Pathfinder Pocket,6/15/2007,11:27:20am,New,Shelter,R061510A_edited.cor,27,27,ATversion11d,1431,491253.000000,602.933000,24.100000,8.500000,82.247130,37.388205319,-80.057094473,2007 Trail Assessment; adjusted based on aerial imagery,95405,Official A.T. Shelter,-80.05709,37.38821,SH221,Roanoke Appalachian Trail Club,,ROANOKE,Virginia,2194.309,Yes,01/12/2015
Wilson Creek,Stick_w/Lumber_siding,16.000000,8.000000,10.000000,128,1986,Asphalt_shingle,0,No,Water Source and Toilet,Floor 2.5 above ground,7.800000,3.700000,Differential,GPS Pathfinder Pocket,6/23/2007,10:51:16am,New,Shelter,R062310A_edited.cor,31,31,ATversion11d,1432,575489.000000,589.595000,10.300000,3.700000,52.136834,37.419368261,-79.785830870,2007 Trail Assessment,95393,Official A.T. Shelter,-79.78583,37.41937,SH222,Roanoke Appalachian Trail Club,,BOTETOURT,Virginia,1859.778,Yes,01/12/2015
Maupin Field,Stick_w/Lumber_sidng,16.000000,8.000000,10.000000,128,1970,Cedar_shingle,0,Yes,Water Source and Toilet,needs paint as of 2011,7.200000,3.800000,Differential,GPS Pathfinder Pocket,6/29/2007,02:24:12pm,New,Shelter,R062914A_edited.cor,31,31,ATversion11d,1433,501865.000000,836.578000,15.700000,9.500000,28.313356,37.884782827,-78.993815339,2007 Trail Assessment; adjusted based on aerial imagery,95379,Official A.T. Shelter,-78.99382,37.88478,SH223,Tidewater Appalachian Trail Club,,NELSON,Virginia,2715.485,Yes,01/12/2015
Trimpi,Stone,20.000000,12.000000,12.000000,110,0,5V_steel,0,Yes,Water Source,"2 6x9 floors and 2 2.7x9 lofts, fire place",7.100000,2.400000,Differential,Geo XT,5/20/2008,11:02:41am,New,Shelter,R052009A_edited.cor,66,66,,1480,226974.000000,895.581000,1.400000,0.700000,3.956870,36.749157759,-81.480545450,2008 Trail Assessment,95415,Official A.T. Shelter,-81.48055,36.74916,SH224,Mount Rogers Appalachian Trail Club,,SMYTH,Virginia,2883.523,Yes,01/12/2015
Old Orchard,Log,10.000000,8.000000,10.000000,80,1970,5V_steel,2003,Unknown,Unknown,,6.500000,4.600000,Differential,Geo XT,6/7/2008,06:01:00pm,New,Shelter,R060716A_edited.cor,37,37,,1482,597674.000000,1248.741000,0.900000,1.300000,2.741188,36.683193300,-81.511182786,2008 Trail Assessment,95203,Official A.T. Shelter,-81.51118,36.68319,SH225,Mount Rogers Appalachian Trail Club,,GRAYSON,Virginia,4069.465,Yes,01/12/2015
Wise,Log/Lumber,15.000000,8.000000,10.000000,140,0,5V_steel,0,Yes,Water Source and Toilet,5' Overhang in front,7.100000,2.400000,Differential,Unknown,6/10/2008,08:58:54am,New,Shelter,R061006A_edited.cor,53,53,,1483,219548.000000,1347.063000,3.300000,1.300000,1.910599,36.653960992,-81.498549537,2008 Trail Assessment,95207,Official A.T. Shelter,-81.49855,36.65396,SH226,Mount Rogers Appalachian Trail Club,,GRAYSON,Virginia,4408.022,Yes,01/12/2015
Paul C. Wolfe,Stick_w/Lumber_sidng,18.000000,16.000000,15.000000,150,1991,Corregated_steel,0,No,Water Source and Toilet,10x15 w/ 3x24 loft and 8x16 covered porch,11.800000,4.300000,Differential,Unknown,6/13/2008,11:10:28am,New,Shelter,R061308A_edited.cor,29,29,,1483,486641.000000,491.907000,3.100000,1.400000,5.544369,37.985329778,-78.883887542,2008 Trail Assessment,95378,Official A.T. Shelter,-78.88389,37.98533,SH227,Old Dominion Appalachian Trail Club,,NELSON,Virginia,1596.700,Yes,01/12/2015
Jenkins,Log w/siding,15.000000,8.000000,12.000000,125,1982,5V_steel,2004,No,Water Source and Toilet,lots of trash,11.000000,6.200000,Differential,Unknown,6/20/2008,01:19:50pm,New,Shelter,R062010A_edited.cor,49,49,,1484,494403.000000,759.711000,0.900000,0.500000,5.177877,37.093350328,-81.247814203,2008 Trail Assessment,95409,Official A.T. Shelter,-81.24781,37.09335,SH228,Piedmont Appalachian Trail Hikers,,BLAND,Virginia,2420.881,Yes,01/12/2015
Bryant Ridge,Timber_Frame,22.000000,20.000000,20.000000,600,1993,Other,0,No,Water Source and Toilet,recycled plastic faux slate shingle roof,15.900000,4.900000,Differential,Unknown,6/22/2008,03:17:42pm,New,Shelter,R062213A_edited.cor,81,81,,1485,69476.000000,396.586000,1.600000,0.700000,6.756284,37.530078841,-79.585834993,2008 Trail Assessment,95390,Official A.T. Shelter,-79.58583,37.53008,SH229,Natural Bridge Appalachian Trail Club,,BOTETOURT,Virginia,0.000,Yes,01/12/2015
Knot Maul,Log/Lumber,8.000000,16.000000,10.000000,128,0,Asphalt_shingle,0,No,Water Source and Toilet,Roof showing age as of 2011,3.800000,2.500000,Differential,Unknown,6/24/2008,09:44:44am,New,Shelter,R062407A_edited.cor,49,49,,1485,222298.000000,860.529000,0.800000,0.600000,2.774852,37.000723724,-81.404646978,2008 Trail Assessment,95413,Official A.T. Shelter,-81.40465,37.00072,SH230,Piedmont Appalachian Trail Hikers,,BLAND,Virginia,2747.871,Yes,01/12/2015
Chestnut Knob,Stone,30.000000,12.000000,12.000000,360,0,5V_steel,0,No,Unknown,,3.700000,2.200000,Differential,Unknown,6/24/2008,02:59:40pm,New,Shelter,R062407A_edited.cor,41,41,,1485,241193.000000,1351.991000,0.800000,0.400000,1.973802,37.057686374,-81.399555936,2008 Trail Assessment; adjusted based on aerial imagery,95412,Official A.T. Shelter,-81.39956,37.05769,SH231,Piedmont Appalachian Trail Hikers,,TAZEWELL,Virginia,4408.693,Yes,01/12/2015
Lost Mountain,Log,15.000000,10.000000,10.500000,140,1995,5V_steel,1995,No,Water Source and Toilet,"5' overhang, multiple campsites around",19.400000,12.300000,Differential,Geo XT,7/15/2008,12:48:55pm,New,Shelter,R071508A_edited.cor,46,46,,1488,233348.000000,1042.753000,1.200000,1.000000,80.329110,36.644078186,-81.656132280,2008 Trail Assessment,95221,Official A.T. Shelter,-81.65613,36.64408,SH232,Mount Rogers Appalachian Trail Club,,WASHINGTON,Virginia,3372.637,Yes,01/12/2015
Chatfield Memorial,Log w/siding,15.000000,8.000000,12.000000,120,1968,Asphalt_shingle,1980,No,Water Source and Toilet,,10.700000,4.900000,Differential,Unknown,8/4/2008,01:14:23pm,New,Shelter,R080411A_edited.cor,33,33,,1491,148476.000000,974.306000,4.100000,2.400000,16.605082,36.849816492,-81.363233581,2008 Trail Assessment,95414,Official A.T. Shelter,-81.36323,36.84982,SH233,Piedmont Appalachian Trail Hikers,,SMYTH,Virginia,3210.025,Yes,01/12/2015
Harpers Creek,Stick_w/Lumber_sidng,8.000000,16.000000,10.000000,128,0,Cedar_shingle,0,No,Water Source and Toilet,roof needs to be replaced soon as of 2008,4.200000,1.800000,Differential,Unknown,9/9/2008,11:09:42am,New,Shelter,R090908A_edited.cor,29,29,,1496,227395.000000,568.953000,1.400000,0.800000,1.633775,37.856147380,-79.000801100,2008 Trail Assessment,95380,Official A.T. Shelter,-79.00080,37.85615,SH234,Tidewater Appalachian Trail Club,,NELSON,Virginia,1847.800,Yes,01/12/2015
Niday,Log w/siding,8.600000,16.500000,9.000000,130,1980,Asphalt_shingle,0,No,Water Source and Toilet,roof replaced recently as observed in 2011,3.600000,1.800000,Differential,Unknown,1/31/2008,03:18:41pm,New,Shelter4,R013111A_edited.cor,34,34,ATversion11d,1464,415135.000000,610.298000,0.800000,0.600000,9.150703,37.387644550,-80.264228596,2008 Trail Assessment; adjusted based on aerial imagery,95396,Official A.T. Shelter,-80.26423,37.38764,SH235,Roanoke Appalachian Trail Club,,CRAIG,Virginia,1970.040,Yes,01/12/2015
Doc's Knob,Log w/siding,16.000000,8.000000,10.250000,128,1971,Asphalt_shingle,1996,No,Unknown,3' high platform,5.400000,3.100000,Differential,Geo XT,2/4/2008,11:14:19am,New,Shelter4,R020408A_edited.cor,36,36,ATversion11d,1465,141272.000000,1086.381000,0.900000,0.800000,3.465684,37.270267162,-80.836393314,2008 Trail Assessment,95401,Official A.T. Shelter,-80.83639,37.27027,SH236,Roanoke Appalachian Trail Club,,GILES,Virginia,3528.273,Yes,01/12/2015
Pine Swamp,Stone,20.000000,10.000000,12.000000,200,1930,Corregated_steel,2008,No,Unknown,"Currently without roof with intended rebuild/roof in April 2008, FIRE PLACE IN SHELTER",6.500000,2.300000,Uncorrected,Geo XT,2/11/2008,05:17:55pm,New,Shelter4,R021116A_edited.cor,33,33,ATversion11d,1466,163088.000000,788.394000,8.700000,6.000000,8.607665,37.421983537,-80.608683428,2008 Trail Assessment; adjusted based on aerial imagery,95676,Official A.T. Shelter,-80.60868,37.42198,SH237,Roanoke Appalachian Trail Club,,GILES,Virginia,2533.661,Yes,01/12/2015
Wapiti,Log,12.000000,8.000000,10.000000,96,1980,Asphalt_shingle,0,No,Unknown,,7.000000,2.400000,Uncorrected,Unknown,2/18/2008,04:46:21pm,New,Shelter4,R021814A_edited.cor,31,31,ATversion11d,1467,161194.000000,819.731000,8.300000,5.900000,4.162033,37.223814118,-80.824305731,2008 Trail Assessment,95231,Official A.T. Shelter,-80.82431,37.22381,SH238,Roanoke Appalachian Trail Club,,GILES,Virginia,2627.950,Yes,01/12/2015
Lamberts Meadow,Stone/Log,20.000000,10.000000,12.000000,200,0,Asphalt_shingle,0,No,Water Source and Toilet,,6.200000,1.800000,Differential,GPS Pathfinder Pocket,3/11/2008,01:14:53pm,New,Shelter4,R031112B_edited.cor,39,39,ATversion11d,1470,234906.000000,640.347000,11.800000,4.300000,24.890964,37.434586948,-79.987724039,2008 Trail Assessment,95403,Official A.T. Shelter,-79.98772,37.43459,SH239,Roanoke Appalachian Trail Club,,BOTETOURT,Virginia,2111.800,Yes,01/12/2015
Jerry Cabin,Stone,19.500000,14.000000,9.000000,300,0,Corregated_steel,2,Unknown,Water Source and Toilet,,7.700000,3.900000,Uncorrected,GPS Pathfinder Pocket,7/14/2008,12:47:36pm,New,Shelter,R071412A_edited.cor,190,186,,1488,146869.000000,1271.933000,6.000000,4.000000,26.174364,36.056440517,-82.657302751,2008 Trail Assessment,95433,Official A.T. Shelter,-82.65730,36.05644,SH240,Carolina Mountain Club,,MADISON,North Carolina,4150.577,Yes,01/12/2015
Clyde Smith,Stick_w/ply_siding,22.000000,15.000000,12.500000,135,1976,Corregated_steel,0,Unknown,Unknown,sleeps 6,11.800000,7.500000,Uncorrected,GPS Pathfinder Pocket,7/18/2008,12:41:50pm,New,Shelter,R071809A_edited.cor,117,112,,1488,492123.000000,1379.269000,4.400000,3.000000,50.824124,36.148477893,-82.161305296,2008 Trail Assessment,95428,Official A.T. Shelter,-82.16131,36.14848,SH241,Tennessee Eastman Hiking and Canoeing Club,,CARTER,Tennessee,4415.857,Yes,01/12/2015
Wayah Bald,Log/Lumber,20.000000,12.000000,8.500000,48,2007,Corregated_steel,0,Yes,Water and Toilet,,5.800000,2.200000,Differential,GPS Pathfinder Pocket,8/12/2008,03:14:50pm,New,Shelter,R081214A_edited.cor,33,33,,1492,242103.000000,1413.395000,10.600000,4.800000,19.544543,35.187701835,-83.562139119,2008 Trail Assessment,101987,Official A.T. Shelter,-83.56214,35.18770,SH242,Nantahala Hiking Club,,MACON,North Carolina,4632.041,Yes,01/12/2015
Blue Mountain,Stick_w/T1_siding,12.000000,16.000000,9.500000,146,0,Asphalt_shingle,0,Yes,Water Source and Toilet,,17.100000,16.299999,Differential,GPS Pathfinder Pocket,8/13/2008,04:22:15pm,New,Shelter,R081315A_edited.cor,55,55,,1492,332549.000000,1178.074000,17.700000,11.700000,141.396792,34.817198648,-83.767008371,2008 Trail Assessment,95451,Official A.T. Shelter,-83.76701,34.81720,SH243,Georgia Appalachian Trail Club,,TOWNS,Georgia,3887.795,Yes,01/12/2015
Big Spring Gap,Stick_w/T1_siding,11.000000,14.000000,7.000000,114,1959,Corregated_steel,0,Unknown,Water Source and Toliet,"heavy use, front porch",2.900000,1.500000,Differential,GPS Pathfinder Pocket,8/14/2008,06:25:02pm,New,Shelter,R081417A_edited.cor,63,63,,1492,426316.000000,1529.204000,5.000000,3.100000,11.858716,35.058917902,-83.478897718,2008 Trail Assessment,95447,Official A.T. Shelter,-83.47890,35.05892,SH244,Nantahala Hiking Club,,MACON,North Carolina,4927.503,Yes,01/12/2015
Carter Gap,Log/Lumber,11.000000,12.000000,7.000000,100,0,Corregated_steel,0,Unknown,Unknown,2 shelters at this site; see other point,5.500000,3.700000,Uncorrected,GPS Pathfinder Pocket,8/15/2008,12:47:11pm,New,Shelter,R081510A_edited.cor,30,29,,1492,492445.000000,1405.014000,6.700000,4.100000,28.869297,34.998914607,-83.494233203,2008 Trail Assessment,95242,Official A.T. Shelter,-83.49423,34.99891,SH245,Nantahala Hiking Club,,CLAY,North Carolina,4527.871,Yes,01/12/2015
Carter Gap (old shelter),Log/Lumber,12.000000,10.000000,6.000000,100,0,Corregated_steel,0,Unknown,Unknown,2 shelters at this site; see other point,2.400000,1.000000,Differential,GPS Pathfinder Pocket,8/15/2008,01:33:56pm,New,Shelter,R081510A_edited.cor,51,51,,1492,495249.000000,1405.810000,6.000000,3.900000,13.811052,34.999828299,-83.494823732,2008 Trail Assessment,95461,"Old shelter, to be removed",-83.49482,34.99983,SH246,Nantahala Hiking Club,,MACON,North Carolina,4521.924,No,01/12/2015
Russell Field,Stone,27.000000,18.000000,15.000000,300,1961,Corregated_steel,0,No,Unknown,rehab in 2010,4.900000,3.600000,Differential,Geo XT,9/25/2008,11:41:04am,New,Shelter4,R092511A_edited.cor,43,43,ATversion12,1498,402077.000000,1334.305000,3.300000,2.600000,12.748789,35.561677449,-83.766596142,2008 Trail Assessment,95443,Official A.T. Shelter,-83.76660,35.56168,SH247,Smoky Mountain Hiking Club,,BLOUNT,North Carolina,4347.679,Yes,01/12/2015
Mollies Ridge,Stone,34.000000,27.000000,15.000000,350,2003,Corregated_steel,2003,Yes,Unknown,"built 1965, rebuilt 2003",5.700000,2.500000,Differential,Geo XT,9/25/2008,12:55:46pm,New,Shelter4,R092511A_edited.cor,72,72,ATversion12,1498,406560.000000,1408.080000,4.500000,1.700000,1.286420,35.545756534,-83.793667026,2008 Trail Assessment,95444,Official A.T. Shelter,-83.79367,35.54576,SH248,Smoky Mountain Hiking Club,,BLOUNT,Tennessee,4588.649,Yes,01/12/2015
Deer Park,Log,15.000000,11.000000,8.000000,80,1976,Corregated_steel,1975,No,Unknown,built by ccc,6.900000,3.100000,Differential,Geo XT,5/1/2008,02:57:23pm,New,Shelter4,R050112A_edited.cor,38,38,ATversion12,1477,413857.000000,726.975000,1.600000,0.800000,2.742236,35.875883880,-82.861366873,2008 Trail Assessment,95251,Official A.T. Shelter,-82.86137,35.87588,SH249,Carolina Mountain Club,,MADISON,North Carolina,2344.674,Yes,01/12/2015
Spring Mountain,Log/Lumber,15.000000,15.000000,7.000000,80,0,Corregated_steel,0,Unknown,Water Source and Toilet,,8.300000,4.100000,Uncorrected,Geo XT,6/18/2008,02:06:10pm,New,Shelter4,R061811A_edited.cor,63,63,ATversion12,1484,324383.000000,1084.841000,0.000000,0.000000,17.467561,35.951713683,-82.790281697,2008 Trail Assessment,95275,Official A.T. Shelter,-82.79028,35.95171,SH250,Carolina Mountain Club,,GREENE,Tennessee,3528.393,Yes,01/12/2015
Vandeventer,Cinder_Block,18.000000,15.000000,7.000000,90,1961,Corregated_steel,1992,Unknown,Unknown,,5.600000,2.900000,Uncorrected,Unknown,6/25/2008,02:54:42pm,New,Shelter4,R062511A_edited.cor,65,50,ATversion12,1485,327296.000000,1091.385000,1.000000,0.900000,2.773191,36.366960050,-82.058895927,2008 Trail Assessment,95421,Official A.T. Shelter,-82.05890,36.36696,SH251,Tennessee Eastman Hiking and Canoeing Club,,CARTER,Tennessee,3559.030,Yes,01/12/2015
Abingdon Gap,Cinder_Block,15.000000,12.000000,8.000000,75,1959,Corregated_steel,1995,Unknown,Unknown,,10.000000,4.100000,Differential,Unknown,7/2/2008,09:51:07am,New,Shelter4,R070209A_edited.cor,72,72,ATversion12,1486,309081.000000,1164.031000,1.300000,0.800000,2.779395,36.580856643,-81.901966891,2008 Trail Assessment,95418,Official A.T. Shelter,-81.90197,36.58086,SH252,Tennessee Eastman Hiking and Canoeing Club,,JOHNSON,Tennessee,3776.446,Yes,01/12/2015
McQueens Knob (Emergency Shelter),Log,7.000000,11.000000,9.000000,35,1934,Corregated_steel,0,No,Unknown,"Small Log Emergency Shelter, dubbed as the ""Holiday inn express""",6.800000,5.100000,Differential,Unknown,7/2/2008,10:38:47am,New,Shelter4,R070209A_edited.cor,113,113,ATversion12,1486,311941.000000,1183.787000,1.500000,1.000000,3.324629,36.572144018,-81.920321888,2008 Trail Assessment,0,Other Shelter,-81.92032,36.57214,SH253,Tennessee Eastman Hiking and Canoeing Club,,JOHNSON,Tennessee,3847.723,No,01/12/2015
Double Springs,Cinder_Block,18.000000,14.000000,9.000000,105,1960,Corregated_steel,0,Unknown,Unknown,,14.100000,4.200000,Differential,Unknown,7/2/2008,02:21:37pm,New,Shelter4,R070209A_edited.cor,31,31,ATversion12,1486,325310.000000,1259.396000,2.700000,1.000000,5.422354,36.509042802,-81.986324204,2008 Trail Assessment,95419,Official A.T. Shelter,-81.98632,36.50904,SH254,Tennessee Eastman Hiking and Canoeing Club,,CARTER,Tennessee,4069.704,Yes,01/12/2015
Overmountain,Other,20.000000,40.000000,40.000000,8500,0,Corregated_steel,0,Unknown,Water Source,Best shelter on the Trail!!!!,6.000000,4.000000,Differential,Unknown,7/15/2008,10:46:49am,New,Shelter4,R071510A_edited.cor,29,29,ATversion12,1488,226022.000000,1400.456000,1.200000,1.000000,1.691738,36.123506636,-82.054409559,2008 Trail Assessment,95426,Official A.T. Shelter,-82.05441,36.12351,SH255,Tennessee Eastman Hiking and Canoeing Club,,AVERY,North Carolina,4543.268,Yes,01/12/2015
Wesser Bald,Log/Lumber,24.000000,18.000000,15.000000,120,0,Corregated_steel,0,Unknown,Unknown,recently built,0.000000,0.000000,Non-GPS,Unknown,8/8/2008,01:28:51pm,New,Shelter4,R080810A_edited.cor,1,1,ATversion12,1491,494944.270000,0.000000,0.000000,0.000000,0.000000,35.282496996,-83.582450769,2008 Trail Assessment,95241,Official A.T. Shelter,-83.58245,35.28250,SH256,Nantahala Hiking Club,,MACON,North Carolina,4060.284,Yes,01/12/2015
Rufus Morgan,Log,18.000000,15.000000,8.000000,70,0,Corregated_steel,0,Unknown,Water Source,,7.000000,2.200000,Differential,Unknown,8/8/2008,04:03:15pm,New,Shelter4,R080810A_edited.cor,47,47,ATversion12,1491,504209.000000,652.503000,7.500000,2.500000,6.116605,35.324202414,-83.590230366,2008 Trail Assessment,95228,Official A.T. Shelter,-83.59023,35.32420,SH257,Nantahala Hiking Club,,SWAIN,North Carolina,2111.350,Yes,01/12/2015
Whitley Gap,Log/Lumber,15.000000,20.000000,20.000000,200,0,Asphalt_shingle,0,Unknown,Unknown,,5.100000,3.600000,Differential,Unknown,8/13/2008,01:02:10pm,New,Shelter4,R081312A_gatc_edited,67,67,ATversion12,1492,320543.000000,1032.752000,5.700000,2.900000,4.377058,34.712485185,-83.834446883,2008 Trail Assessment,95453,Official A.T. Shelter,-83.83445,34.71249,SH258,Georgia Appalachian Trail Club,,WHITE,Georgia,3370.561,Yes,01/12/2015
